predictor,PrcIncMSE,metric,region,iteration
p.pet_jas.previous,5.823301691777601,peak2z_length,Western Mountains,4
swe.p_jas.previous,5.189541743957691,peak2z_length,Western Mountains,4
p.pet_ond.previous,6.341720061966977,peak2z_length,Western Mountains,4
swe.p_ond.previous,3.135502173221362,peak2z_length,Western Mountains,4
dams_n,5.13547573677654,peak2z_length,Western Mountains,4
maxstorage_af,6.788287851840092,peak2z_length,Western Mountains,4
normstorage_af,7.558554003563451,peak2z_length,Western Mountains,4
majordams_n,5.210916279441866,peak2z_length,Western Mountains,4
wuse_mm,7.899282226313567,peak2z_length,Western Mountains,4
irrig_prc,5.906196908804512,peak2z_length,Western Mountains,4
lulc_water_prc,6.759270188975859,peak2z_length,Western Mountains,4
lulc_dev_prc,13.430583237827532,peak2z_length,Western Mountains,4
lulc_wetland_prc,7.09640490338419,peak2z_length,Western Mountains,4
lulc_forest_prc,11.707134964052846,peak2z_length,Western Mountains,4
lulc_barren_prc,13.968279090427414,peak2z_length,Western Mountains,4
lulc_grass_prc,8.963054941123618,peak2z_length,Western Mountains,4
lulc_ag_prc,4.909958367448993,peak2z_length,Western Mountains,4
drain_sqkm,8.003953144665736,peak2z_length,Western Mountains,4
elev_mean_m_basin,12.590083665200405,peak2z_length,Western Mountains,4
slope_pct,9.563364298953179,peak2z_length,Western Mountains,4
awcave,3.2567076570298186,peak2z_length,Western Mountains,4
permave,8.042121163786005,peak2z_length,Western Mountains,4
topwet,8.18771358944561,peak2z_length,Western Mountains,4
depth_bedrock_m,8.078510047231378,peak2z_length,Western Mountains,4
porosity,6.779399976240309,peak2z_length,Western Mountains,4
storage_m,8.06364027230068,peak2z_length,Western Mountains,4
clayave,5.76794675196877,peak2z_length,Western Mountains,4
siltave,10.736869395623726,peak2z_length,Western Mountains,4
sandave,5.945867099508746,peak2z_length,Western Mountains,4
p_mm_cy,4.09686784210073,peak2z_length,Western Mountains,5
p_mm_jas,8.235700185398398,peak2z_length,Western Mountains,5
p_mm_ond,3.8244631436912404,peak2z_length,Western Mountains,5
p_mm_jfm,5.294514976735592,peak2z_length,Western Mountains,5
p_mm_amj,3.050088599468445,peak2z_length,Western Mountains,5
pet_mm_cy,7.204542490048224,peak2z_length,Western Mountains,5
pet_mm_jas,7.067124931396963,peak2z_length,Western Mountains,5
pet_mm_ond,6.261353988646183,peak2z_length,Western Mountains,5
pet_mm_jfm,5.627582175950065,peak2z_length,Western Mountains,5
pet_mm_amj,4.467952762603709,peak2z_length,Western Mountains,5
T_max_c_cy,5.075649000653507,peak2z_length,Western Mountains,5
T_max_c_jas,5.386766950233205,peak2z_length,Western Mountains,5
T_max_c_ond,7.0276611497366135,peak2z_length,Western Mountains,5
T_max_c_jfm,5.58754067059322,peak2z_length,Western Mountains,5
T_max_c_amj,4.300608779052173,peak2z_length,Western Mountains,5
swe_mm_cy,4.261599950704954,peak2z_length,Western Mountains,5
swe_mm_jas,3.232147388698314,peak2z_length,Western Mountains,5
