predictor,IncMSE,metric,region,iteration
pcumdist50days,0.001667455160944363,annualfractionnoflow,National,8
pcumdist90days,8.148968248309154e-4,annualfractionnoflow,National,8
swe_mm_cy,2.9888198741840325e-4,annualfractionnoflow,National,8
swe_mm_jas,0,annualfractionnoflow,National,8
swe_mm_ond,2.0239918303500092e-4,annualfractionnoflow,National,8
swe_mm_jfm,2.890034741679179e-4,annualfractionnoflow,National,8
swe_mm_amj,9.803692507708601e-6,annualfractionnoflow,National,8
srad_wm2_cy,0.012092713287687488,annualfractionnoflow,National,8
srad_wm2_jas,0.0024789709785716656,annualfractionnoflow,National,8
srad_wm2_ond,0.0017839887661769817,annualfractionnoflow,National,8
srad_wm2_jfm,0.001499703040433039,annualfractionnoflow,National,8
srad_wm2_amj,0.008675082186501192,annualfractionnoflow,National,8
pdsi_cy,0.0010267938102247534,annualfractionnoflow,National,8
pdsi_jas,9.188051922198634e-4,annualfractionnoflow,National,8
pdsi_ond,5.021595835050652e-4,annualfractionnoflow,National,8
pdsi_jfm,4.694729617076138e-4,annualfractionnoflow,National,8
pdsi_amj,0.0012355896999547435,annualfractionnoflow,National,8
p.pet_cy,0.024467137407235506,annualfractionnoflow,National,8
swe.p_cy,3.6792391390971405e-4,annualfractionnoflow,National,8
p.pet_jfm,0.0011664470199200395,annualfractionnoflow,National,8
swe.p_jfm,3.9394807616486557e-4,annualfractionnoflow,National,8
p.pet_amj,0.007937603401287437,annualfractionnoflow,National,8
swe.p_amj,2.181759156586904e-6,annualfractionnoflow,National,8
p.pet_jas,0.005083384678799164,annualfractionnoflow,National,8
swe.p_jas,0,annualfractionnoflow,National,8
p.pet_ond,0.0012585911705369332,annualfractionnoflow,National,8
swe.p_ond,3.667904220496516e-4,annualfractionnoflow,National,8
DRAIN_SQKM,0.007884135318583238,annualfractionnoflow,National,8
ELEV_MEAN_M_BASIN,0.008965654432377247,annualfractionnoflow,National,8
SLOPE_PCT,0.008261010661002542,annualfractionnoflow,National,8
AWCAVE,0.0031041920611266515,annualfractionnoflow,National,8
PERMAVE,0.0029012171319220915,annualfractionnoflow,National,8
TOPWET,0.01213119970364474,annualfractionnoflow,National,8
depth_bedrock_m,0.0029287353259352757,annualfractionnoflow,National,8
CLAYAVE,0.007933122053416113,annualfractionnoflow,National,8
SILTAVE,0.007957451823090971,annualfractionnoflow,National,8
SANDAVE,0.005170729068464024,annualfractionnoflow,National,8
p_mm_cy,0.011604982656733948,annualfractionnoflow,National,9
p_mm_jas,0.0029171885617025567,annualfractionnoflow,National,9
p_mm_ond,0.001125340274882216,annualfractionnoflow,National,9
p_mm_jfm,0.0011939048530469158,annualfractionnoflow,National,9
p_mm_amj,0.003066565735176936,annualfractionnoflow,National,9
pet_mm_cy,0.00312519011799119,annualfractionnoflow,National,9
pet_mm_jas,0.006305483562534713,annualfractionnoflow,National,9
pet_mm_ond,9.320798736726732e-4,annualfractionnoflow,National,9
pet_mm_jfm,0.0013367645736981641,annualfractionnoflow,National,9
pet_mm_amj,0.008853073753449948,annualfractionnoflow,National,9
T_max_c_cy,0.001298545462349297,annualfractionnoflow,National,9
T_max_c_jas,0.0014793120278496956,annualfractionnoflow,National,9
T_max_c_ond,0.0010749387649051552,annualfractionnoflow,National,9
T_max_c_jfm,0.0017090817573359222,annualfractionnoflow,National,9
T_max_c_amj,0.0013529499721335694,annualfractionnoflow,National,9
T_min_c_cy,0.0020988358823260693,annualfractionnoflow,National,9
T_min_c_jas,0.0022786660305426924,annualfractionnoflow,National,9
T_min_c_ond,0.0014119134465140249,annualfractionnoflow,National,9
T_min_c_jfm,0.0011850894464749892,annualfractionnoflow,National,9
T_min_c_amj,0.0020156038495322973,annualfractionnoflow,National,9
pcumdist10days,7.895460347019516e-4,annualfractionnoflow,National,9
pcumdist50days,0.001320941963699877,annualfractionnoflow,National,9
pcumdist90days,7.105657607179362e-4,annualfractionnoflow,National,9
swe_mm_cy,5.869343304167459e-4,annualfractionnoflow,National,9
swe_mm_jas,0,annualfractionnoflow,National,9
swe_mm_ond,2.806268323915646e-4,annualfractionnoflow,National,9
swe_mm_jfm,4.4005375503509736e-4,annualfractionnoflow,National,9
swe_mm_amj,1.61498732814704e-6,annualfractionnoflow,National,9
srad_wm2_cy,0.008228809961812838,annualfractionnoflow,National,9
srad_wm2_jas,0.0025556084519099843,annualfractionnoflow,National,9
srad_wm2_ond,0.0011955634529950438,annualfractionnoflow,National,9
srad_wm2_jfm,0.0017036310327003814,annualfractionnoflow,National,9
srad_wm2_amj,0.00802842481946263,annualfractionnoflow,National,9
pdsi_cy,6.385452210470619e-4,annualfractionnoflow,National,9
pdsi_jas,5.912050150693735e-4,annualfractionnoflow,National,9
pdsi_ond,5.789960645014131e-4,annualfractionnoflow,National,9
pdsi_jfm,5.366986205492381e-4,annualfractionnoflow,National,9
pdsi_amj,8.946904526754015e-4,annualfractionnoflow,National,9
p.pet_cy,0.02321021009763563,annualfractionnoflow,National,9
swe.p_cy,6.829520595511838e-4,annualfractionnoflow,National,9
p.pet_jfm,0.0013165143811685169,annualfractionnoflow,National,9
swe.p_jfm,5.415470575062643e-4,annualfractionnoflow,National,9
p.pet_amj,0.008818709037319187,annualfractionnoflow,National,9
swe.p_amj,-4.3728350979309574e-006,annualfractionnoflow,National,9
p.pet_jas,0.004984960385583626,annualfractionnoflow,National,9
swe.p_jas,0,annualfractionnoflow,National,9
p.pet_ond,0.001459666770257311,annualfractionnoflow,National,9
swe.p_ond,4.7076387138681483e-4,annualfractionnoflow,National,9
DRAIN_SQKM,0.01125559597299346,annualfractionnoflow,National,9
ELEV_MEAN_M_BASIN,0.009959381164172918,annualfractionnoflow,National,9
SLOPE_PCT,0.006614131927109858,annualfractionnoflow,National,9
AWCAVE,0.003609751291241024,annualfractionnoflow,National,9
PERMAVE,0.003926333729254109,annualfractionnoflow,National,9
TOPWET,0.007118468051024883,annualfractionnoflow,National,9
depth_bedrock_m,0.004069864576796409,annualfractionnoflow,National,9
CLAYAVE,0.010161013083195367,annualfractionnoflow,National,9
SILTAVE,0.009435888996499206,annualfractionnoflow,National,9
SANDAVE,0.0041665705444844355,annualfractionnoflow,National,9
p_mm_cy,0.012046553651982364,annualfractionnoflow,National,10
p_mm_jas,0.0029402407252558044,annualfractionnoflow,National,10
p_mm_ond,0.0011465831098119474,annualfractionnoflow,National,10
p_mm_jfm,0.0016318904364482504,annualfractionnoflow,National,10
p_mm_amj,0.0026722341201703657,annualfractionnoflow,National,10
pet_mm_cy,0.0019207377766976095,annualfractionnoflow,National,10
pet_mm_jas,0.004381361263534993,annualfractionnoflow,National,10
pet_mm_ond,7.277677554573404e-4,annualfractionnoflow,National,10
pet_mm_jfm,0.0011456617152368325,annualfractionnoflow,National,10
pet_mm_amj,0.0067154569288296485,annualfractionnoflow,National,10
T_max_c_cy,0.001112003497958945,annualfractionnoflow,National,10
T_max_c_jas,0.0012161642872719426,annualfractionnoflow,National,10
T_max_c_ond,0.001045489999075344,annualfractionnoflow,National,10
T_max_c_jfm,0.001963327953023244,annualfractionnoflow,National,10
T_max_c_amj,0.0011267602766262732,annualfractionnoflow,National,10
T_min_c_cy,0.0014590270519640664,annualfractionnoflow,National,10
T_min_c_jas,0.0016826064972124664,annualfractionnoflow,National,10
T_min_c_ond,0.0011615660137677297,annualfractionnoflow,National,10
T_min_c_jfm,0.0016730959573712915,annualfractionnoflow,National,10
T_min_c_amj,9.498343223560803e-4,annualfractionnoflow,National,10
pcumdist10days,9.309679125106107e-4,annualfractionnoflow,National,10
pcumdist50days,0.0013899006212268158,annualfractionnoflow,National,10
pcumdist90days,9.621710758995213e-4,annualfractionnoflow,National,10
swe_mm_cy,4.8574144594554594e-4,annualfractionnoflow,National,10
swe_mm_jas,0,annualfractionnoflow,National,10
swe_mm_ond,2.4022660456029862e-4,annualfractionnoflow,National,10
swe_mm_jfm,4.287480566683364e-4,annualfractionnoflow,National,10
swe_mm_amj,-2.236230295840908e-6,annualfractionnoflow,National,10
srad_wm2_cy,0.016712904441421244,annualfractionnoflow,National,10
srad_wm2_jas,0.0014999839953373758,annualfractionnoflow,National,10
srad_wm2_ond,9.383778597355548e-4,annualfractionnoflow,National,10
srad_wm2_jfm,0.0018820744763068558,annualfractionnoflow,National,10
srad_wm2_amj,0.014671021612713338,annualfractionnoflow,National,10
pdsi_cy,9.181146593581987e-4,annualfractionnoflow,National,10
pdsi_jas,8.436648184525493e-4,annualfractionnoflow,National,10
pdsi_ond,6.236419735508139e-4,annualfractionnoflow,National,10
pdsi_jfm,4.255680981454164e-4,annualfractionnoflow,National,10
pdsi_amj,0.0011254120605324425,annualfractionnoflow,National,10
p.pet_cy,0.016049546987813683,annualfractionnoflow,National,10
swe.p_cy,4.928730009071464e-4,annualfractionnoflow,National,10
p.pet_jfm,0.0015540003317553819,annualfractionnoflow,National,10
swe.p_jfm,6.181034390276581e-4,annualfractionnoflow,National,10
p.pet_amj,0.0055863736458133684,annualfractionnoflow,National,10
swe.p_amj,-8.53729995309727e-6,annualfractionnoflow,National,10
p.pet_jas,0.0036388746320752167,annualfractionnoflow,National,10
swe.p_jas,0,annualfractionnoflow,National,10
p.pet_ond,0.0012060751361247187,annualfractionnoflow,National,10
swe.p_ond,3.523010599839525e-4,annualfractionnoflow,National,10
DRAIN_SQKM,0.007258696006243603,annualfractionnoflow,National,10
ELEV_MEAN_M_BASIN,0.00850043886140105,annualfractionnoflow,National,10
SLOPE_PCT,0.003792882163387177,annualfractionnoflow,National,10
AWCAVE,0.005149556149329788,annualfractionnoflow,National,10
PERMAVE,0.005240177100543566,annualfractionnoflow,National,10
TOPWET,0.00509175170715637,annualfractionnoflow,National,10
depth_bedrock_m,0.002975929028945167,annualfractionnoflow,National,10
CLAYAVE,0.0027708786070492976,annualfractionnoflow,National,10
SILTAVE,0.008773905833458492,annualfractionnoflow,National,10
SANDAVE,0.003705469324365314,annualfractionnoflow,National,10
p_mm_cy,0.013872550970750191,annualfractionnoflow,National,11
p_mm_jas,0.00396708038104162,annualfractionnoflow,National,11
p_mm_ond,0.0013392499277483589,annualfractionnoflow,National,11
p_mm_jfm,0.0011699089839056743,annualfractionnoflow,National,11
p_mm_amj,0.003138500200643329,annualfractionnoflow,National,11
pet_mm_cy,0.0028392269871052316,annualfractionnoflow,National,11
pet_mm_jas,0.003078742503458198,annualfractionnoflow,National,11
pet_mm_ond,0.0010651717004027663,annualfractionnoflow,National,11
pet_mm_jfm,9.68999920612307e-4,annualfractionnoflow,National,11
pet_mm_amj,0.008760779994394285,annualfractionnoflow,National,11
T_max_c_cy,0.00122358276030178,annualfractionnoflow,National,11
T_max_c_jas,0.00172326521819235,annualfractionnoflow,National,11
T_max_c_ond,0.0010337878658722268,annualfractionnoflow,National,11
T_max_c_jfm,0.0021777530956627517,annualfractionnoflow,National,11
T_max_c_amj,0.0019056450254263657,annualfractionnoflow,National,11
T_min_c_cy,0.0012472087202413627,annualfractionnoflow,National,11
T_min_c_jas,0.0018679057081147112,annualfractionnoflow,National,11
T_min_c_ond,8.227330778010689e-4,annualfractionnoflow,National,11
T_min_c_jfm,0.0010741008407733248,annualfractionnoflow,National,11
T_min_c_amj,0.0013162793529647447,annualfractionnoflow,National,11
pcumdist10days,8.216191593630965e-4,annualfractionnoflow,National,11
pcumdist50days,0.0013399090882604918,annualfractionnoflow,National,11
pcumdist90days,6.275816867238996e-4,annualfractionnoflow,National,11
swe_mm_cy,2.755790250081831e-4,annualfractionnoflow,National,11
swe_mm_jas,0,annualfractionnoflow,National,11
swe_mm_ond,1.8382914586374897e-4,annualfractionnoflow,National,11
swe_mm_jfm,2.725584499813234e-4,annualfractionnoflow,National,11
swe_mm_amj,5.081969167265713e-7,annualfractionnoflow,National,11
srad_wm2_cy,0.008644164602054388,annualfractionnoflow,National,11
srad_wm2_jas,0.0019739613000292994,annualfractionnoflow,National,11
srad_wm2_ond,0.0019252098929177788,annualfractionnoflow,National,11
srad_wm2_jfm,0.0018438292631143124,annualfractionnoflow,National,11
srad_wm2_amj,0.008923063641068258,annualfractionnoflow,National,11
pdsi_cy,5.732031305301599e-4,annualfractionnoflow,National,11
pdsi_jas,6.978211557569066e-4,annualfractionnoflow,National,11
pdsi_ond,5.776499403913214e-4,annualfractionnoflow,National,11
pdsi_jfm,4.7637970863519065e-4,annualfractionnoflow,National,11
pdsi_amj,8.354394004199502e-4,annualfractionnoflow,National,11
p.pet_cy,0.026270221937881758,annualfractionnoflow,National,11
swe.p_cy,3.6517675146997185e-4,annualfractionnoflow,National,11
p.pet_jfm,0.0014025543291699733,annualfractionnoflow,National,11
swe.p_jfm,3.1477222663093814e-4,annualfractionnoflow,National,11
p.pet_amj,0.007131689528582189,annualfractionnoflow,National,11
swe.p_amj,-7.193394792645972e-6,annualfractionnoflow,National,11
p.pet_jas,0.005856925284444846,annualfractionnoflow,National,11
swe.p_jas,0,annualfractionnoflow,National,11
p.pet_ond,0.0014110786106628795,annualfractionnoflow,National,11
swe.p_ond,3.0024788643534593e-4,annualfractionnoflow,National,11
DRAIN_SQKM,0.010839728167832283,annualfractionnoflow,National,11
ELEV_MEAN_M_BASIN,0.014009412029421547,annualfractionnoflow,National,11
SLOPE_PCT,0.008175851384721893,annualfractionnoflow,National,11
AWCAVE,0.0037113152503486495,annualfractionnoflow,National,11
PERMAVE,0.004842297202604281,annualfractionnoflow,National,11
TOPWET,0.01950221272120101,annualfractionnoflow,National,11
depth_bedrock_m,0.003145623917988566,annualfractionnoflow,National,11
CLAYAVE,0.008009734441256926,annualfractionnoflow,National,11
SILTAVE,0.006088066307642585,annualfractionnoflow,National,11
SANDAVE,0.0026216305232397035,annualfractionnoflow,National,11
p_mm_cy,0.01465352830174043,annualfractionnoflow,National,12
p_mm_jas,0.003359065837246004,annualfractionnoflow,National,12
p_mm_ond,0.0014932735558794788,annualfractionnoflow,National,12
p_mm_jfm,0.002021268944005758,annualfractionnoflow,National,12
p_mm_amj,0.002613100828893951,annualfractionnoflow,National,12
pet_mm_cy,0.0031128246728852446,annualfractionnoflow,National,12
pet_mm_jas,0.0029105480313951866,annualfractionnoflow,National,12
pet_mm_ond,9.487724813767905e-4,annualfractionnoflow,National,12
pet_mm_jfm,0.0011502494443312457,annualfractionnoflow,National,12
pet_mm_amj,0.008584781138979184,annualfractionnoflow,National,12
T_max_c_cy,0.001300258089540191,annualfractionnoflow,National,12
T_max_c_jas,0.0016869066444521173,annualfractionnoflow,National,12
T_max_c_ond,8.925958369838181e-4,annualfractionnoflow,National,12
T_max_c_jfm,0.0014144534552827412,annualfractionnoflow,National,12
T_max_c_amj,0.0013407574707468102,annualfractionnoflow,National,12
T_min_c_cy,0.002024853125959722,annualfractionnoflow,National,12
T_min_c_jas,0.0019279809419479824,annualfractionnoflow,National,12
T_min_c_ond,0.0010766203464947126,annualfractionnoflow,National,12
T_min_c_jfm,0.0015971980183769633,annualfractionnoflow,National,12
T_min_c_amj,0.0014527746273145829,annualfractionnoflow,National,12
pcumdist10days,8.351851921470457e-4,annualfractionnoflow,National,12
pcumdist50days,0.0016321540243678606,annualfractionnoflow,National,12
pcumdist90days,8.299129851990531e-4,annualfractionnoflow,National,12
swe_mm_cy,3.1472163954013923e-4,annualfractionnoflow,National,12
swe_mm_jas,0,annualfractionnoflow,National,12
swe_mm_ond,2.2574247302205235e-4,annualfractionnoflow,National,12
swe_mm_jfm,2.4267659550086256e-4,annualfractionnoflow,National,12
swe_mm_amj,-1.2076684498418653e-6,annualfractionnoflow,National,12
srad_wm2_cy,0.013199114680293058,annualfractionnoflow,National,12
srad_wm2_jas,0.0019662994555245915,annualfractionnoflow,National,12
srad_wm2_ond,0.001127018414519568,annualfractionnoflow,National,12
srad_wm2_jfm,0.0016291869132350144,annualfractionnoflow,National,12
srad_wm2_amj,0.011462523753800314,annualfractionnoflow,National,12
pdsi_cy,9.465450697008261e-4,annualfractionnoflow,National,12
pdsi_jas,8.400418400518786e-4,annualfractionnoflow,National,12
pdsi_ond,7.767508689431394e-4,annualfractionnoflow,National,12
pdsi_jfm,6.192923981814792e-4,annualfractionnoflow,National,12
pdsi_amj,0.0015051467794685066,annualfractionnoflow,National,12
p.pet_cy,0.024983980427353954,annualfractionnoflow,National,12
swe.p_cy,4.551004183307417e-4,annualfractionnoflow,National,12
p.pet_jfm,0.0019885426984592317,annualfractionnoflow,National,12
swe.p_jfm,4.402953024013712e-4,annualfractionnoflow,National,12
p.pet_amj,0.00653409091775336,annualfractionnoflow,National,12
swe.p_amj,-5.097424156265558e-6,annualfractionnoflow,National,12
p.pet_jas,0.00588212228939991,annualfractionnoflow,National,12
swe.p_jas,0,annualfractionnoflow,National,12
p.pet_ond,0.0013029305598488315,annualfractionnoflow,National,12
swe.p_ond,3.6467839125612267e-4,annualfractionnoflow,National,12
DRAIN_SQKM,0.007946566320603473,annualfractionnoflow,National,12
ELEV_MEAN_M_BASIN,0.010641746630320735,annualfractionnoflow,National,12
SLOPE_PCT,0.009190411450624464,annualfractionnoflow,National,12
AWCAVE,0.004592987291493082,annualfractionnoflow,National,12
PERMAVE,0.0033907684773763374,annualfractionnoflow,National,12
TOPWET,0.011456982144062195,annualfractionnoflow,National,12
depth_bedrock_m,0.0041411604653099334,annualfractionnoflow,National,12
CLAYAVE,0.01257902865929485,annualfractionnoflow,National,12
SILTAVE,0.008415132928542863,annualfractionnoflow,National,12
SANDAVE,0.004189347051487331,annualfractionnoflow,National,12
p_mm_cy,0.008850209455405043,annualfractionnoflow,National,13
p_mm_jas,0.0029532196658861687,annualfractionnoflow,National,13
p_mm_ond,0.0010477523717259613,annualfractionnoflow,National,13
p_mm_jfm,0.0010913403807165897,annualfractionnoflow,National,13
p_mm_amj,0.0031699352441315327,annualfractionnoflow,National,13
pet_mm_cy,0.0025205100330090366,annualfractionnoflow,National,13
pet_mm_jas,0.0040929738964108585,annualfractionnoflow,National,13
pet_mm_ond,8.214112255286259e-4,annualfractionnoflow,National,13
pet_mm_jfm,9.272729693778794e-4,annualfractionnoflow,National,13
pet_mm_amj,0.007178535936834561,annualfractionnoflow,National,13
T_max_c_cy,0.001006351912999578,annualfractionnoflow,National,13
